Date,Open,High,Low,Volume,Adj Close
"Jun 23, 2017",31352.57,31365.39,31110.39,9247000,31138.21
"Jun 22, 2017",31351.53,31522.87,31255.63,1047000,31290.74
"Jun 21, 2017",31302.18,31336.44,31193.61,3684000,31283.64
"Jun 20, 2017",31392.53,31392.53,31261.49,825000,31297.53
"Jun 19, 2017",31168.98,31362.15,31163.35,766000,31311.57
"Jun 16, 2017",31160.47,31182.73,31017.18,1365000,31056.4
"Jun 15, 2017",31222.89,31229.44,31026.48,1306000,31075.73
"Jun 14, 2017",31147.69,31190.36,31054.94,1311000,31155.91
"Jun 13, 2017",31091.1,31260.77,31062.34,1372000,31103.49
"Jun 12, 2017",31225.43,31225.43,31044.28,695000,31095.7
"Jun 09, 2017",31196.86,31289.99,31087.28,1008000,31262.06
"Jun 08, 2017",31316.91,31354.51,31193.77,1443000,31213.36
"Jun 07, 2017",31252.71,31346.99,31172.98,983000,31271.28
"Jun 06, 2017",31420.85,31430.32,31172.55,1400000,31190.56
"Jun 05, 2017",31274.74,31355.42,31198.22,931000,31309.49
"Jun 02, 2017",31205.37,31332.56,31190.4,876000,31273.29
"Jun 01, 2017",31117.09,31213.12,31062.02,861000,31137.59
"May 31, 2017",31222.51,31255.28,31107.48,1344000,31145.8
"May 30, 2017",31111.73,31220.38,31064.04,993000,31159.4
"May 29, 2017",30944.38,31214.39,30869.9,1536000,31109.28
"May 26, 2017",30765.77,31074.07,30745.57,1514000,31028.21
"May 25, 2017",30374.81,30793.43,30352.26,1030000,30750.03
"May 24, 2017",30446.77,30534.15,30247.6,1174000,30301.64
"May 23, 2017",30553.89,30610.64,30316.92,1927000,30365.25
"May 22, 2017",30638.88,30712.15,30516.87,1182000,30570.97
"May 19, 2017",30539.65,30712.35,30338.52,1420000,30464.92
"May 18, 2017",30466.82,30575.83,30393.72,1667000,30434.79
"May 17, 2017",30616.53,30692.45,30519.14,1541000,30658.77
"May 16, 2017",30391.48,30591.55,30363.37,1404000,30582.6
"May 15, 2017",30287.37,30357.96,30273.62,822000,30322.12
"May 12, 2017",30285.61,30299.74,30111.45,1138000,30188.15
"May 11, 2017",30309.71,30366.43,30207.11,1104000,30250.98
"May 10, 2017",29988.78,30271.6,29987.44,1135000,30248.17
"May 09, 2017",29977.5,30017.82,29911.44,872000,29933.25
"May 08, 2017",29915.12,30016.04,29877.41,1026000,29926.15
"May 05, 2017",30142.14,30176.55,29823.6,1641000,29858.8
"May 04, 2017",30069.72,30169.95,30007.4,2296000,30126.21
"May 03, 2017",29984.95,30020.59,29846.57,1163000,29894.8
"May 02, 2017",30021.49,30069.24,29804.12,1209000,29921.18
"Apr 28, 2017",30064.6,30067.64,29848.21,1168000,29918.4
"Apr 27, 2017",30141.39,30184.22,29973.4,1100000,30029.74
"Apr 26, 2017",30030.2,30167.09,29968.57,1117000,30133.35
