Date,Open,High,Low,Volume,Adj Close
"Feb 05, 2016",24360.36,24672.9,24345.79,1381000,24616.97
"Feb 04, 2016",24386.45,24514.01,24224.74,1261000,24338.43
"Feb 03, 2016",24393.59,24409.26,24187.54,1262000,24223.32
"Feb 02, 2016",24868.21,24928.75,24460.53,1307000,24539
"Feb 01, 2016",24982.22,25002.32,24788.58,1039000,24824.83
"Jan 29, 2016",24347.31,24911.9,24340.06,1275000,24870.69
"Jan 28, 2016",24481.86,24587.2,24400.52,874000,24469.57
"Jan 27, 2016",24643.13,24645.7,24458.13,880000,24492.39
"Jan 25, 2016",24540.97,24650.57,24433.67,920000,24485.95
"Jan 22, 2016",24122.06,24472.88,24120.04,1042000,24435.66
"Jan 21, 2016",24194.75,24351.83,23862,1359000,23962.21
"Jan 20, 2016",24325.77,24325.77,23839.76,1315000,24062.04
"Jan 19, 2016",24257.28,24563.34,24247.23,975000,24479.84
"Jan 18, 2016",24400.78,24524.85,24141.99,1404000,24188.37
"Jan 15, 2016",24881.76,24912.64,24421.53,1313000,24455.04
"Jan 14, 2016",24606.2,25018.46,24473.22,1539000,24772.97
"Jan 13, 2016",24804.64,24956.54,24387.69,1436000,24854.11
"Jan 12, 2016",24862.93,24882.3,24597.11,1061000,24682.03
"Jan 11, 2016",24787.11,24961.88,24598.9,1094000,24825.04
"Jan 08, 2016",24969.02,25083.55,24887.22,1642000,24934.33
"Jan 07, 2016",25224.7,25230.35,24825.7,1225000,24851.83
"Jan 06, 2016",25628.23,25632.57,25357.7,1381000,25406.33
"Jan 05, 2016",25744.7,25766.76,25513.75,1057000,25580.34
"Jan 04, 2016",26116.52,26116.52,25596.57,944000,25623.35
"Jan 01, 2016",26101.5,26197.27,26008.2,606000,26160.9
"Dec 31, 2015",25980.86,26147.63,25941.91,638000,26117.54
"Dec 30, 2015",26123.87,26130.2,25939.25,665000,25960.03
"Dec 29, 2015",26075.68,26133.78,25994.45,623000,26079.48
"Dec 28, 2015",25858.52,26073.41,25856.86,712000,26034.13
"Dec 24, 2015",25893.84,25922.47,25763.4,499000,25838.71
"Dec 23, 2015",25697.66,25875.27,25689.7,706000,25850.3
"Dec 22, 2015",25731.07,25787.21,25485.17,838000,25590.65
"Dec 21, 2015",25425.32,25757.84,25413.54,835000,25735.9
"Dec 18, 2015",25764.67,25789.51,25481.51,1073000,25519.22
"Dec 17, 2015",25596.63,25831.31,25448.32,2340000,25803.78
"Dec 16, 2015",25402.47,25572.9,25372.47,1112000,25494.37
"Dec 15, 2015",25186.68,25342.78,25075.54,1003000,25320.44
"Dec 14, 2015",24935.6,25194.15,24867.73,1199000,25150.35
"Dec 11, 2015",25281.77,25316.14,24930.43,1544000,25044.43
"Dec 10, 2015",25136.71,25289.58,25034.14,1116000,25252.32
"Dec 09, 2015",25299.34,25316.95,25012.22,1202000,25036.05
"Dec 08, 2015",25488.42,25542.47,25256.79,1298000,25310.33
"Dec 07, 2015",25746.03,25785.53,25477.69,896000,25530.11
"Dec 04, 2015",25810.06,25810.06,25623.71,1077000,25638.11
"Dec 03, 2015",26123.86,26123.86,25857.35,979000,25886.62
"Dec 02, 2015",26239.39,26256.42,26041.68,1040000,26117.85
"Dec 01, 2015",26201.27,26246.02,26121.52,1132000,26169.41
"Nov 30, 2015",26142.53,26231.06,26089.13,858000,26145.67
"Nov 27, 2015",26003.2,26184.65,25937.32,1066000,26128.2
"Nov 26, 2015",25769.81,26016.04,25769.81,866000,25958.63
"Nov 24, 2015",25785.61,25901.56,25703.86,774000,25775.74
"Nov 23, 2015",25945.14,25958.04,25747.01,1042000,25819.34
"Nov 20, 2015",25856.13,26058.76,25769.81,1034000,25868.49
"Nov 19, 2015",25640.34,25884.52,25603.1,1019000,25841.92
"Nov 18, 2015",25837.71,25890.36,25453.32,1658000,25482.52
"Nov 17, 2015",25897.88,25948.2,25732.79,1105000,25864.47
"Nov 16, 2015",25580.15,25866.42,25451.42,1171000,25760.1
"Nov 13, 2015",25724.09,25724.09,25540.73,1189000,25610.53
"Nov 11, 2015",25934.9,25944.93,25857.4,248000,25863.92
"Nov 10, 2015",26094.09,26094.09,25709.23,1320000,25743.26
"Nov 09, 2015",25809,26193.17,25656.9,1374000,26121.4
"Nov 06, 2015",26284.01,26438.86,26190.18,1614000,26265.24
"Nov 05, 2015",26557.8,26557.8,26243.2,1267000,26304.2
"Nov 04, 2015",26704.02,26800.06,26510.31,821000,26552.92
"Nov 03, 2015",26660.71,26732.24,26514.48,883000,26590.59
"Nov 02, 2015",26641.69,26824.3,26378.26,905000,26559.15
"Oct 30, 2015",26878.48,26942.29,26585.2,1441000,26656.83
"Oct 29, 2015",27083.7,27099.11,26794.1,1024000,26838.14
"Oct 28, 2015",27131.71,27163.98,26919.96,1084000,27039.76
"Oct 27, 2015",27291.06,27296.3,27209.52,1040000,27253.44
"Oct 26, 2015",27575.04,27618.14,27318.2,1157000,27361.96
"Oct 23, 2015",27466.64,27555.06,27421.71,1020000,27470.81
"Oct 21, 2015",27312.35,27445.24,27190.55,1002000,27287.66
"Oct 20, 2015",27402.9,27432.07,27216.4,951000,27306.83
"Oct 19, 2015",27305.62,27387.91,27246.79,850000,27364.92
"Oct 16, 2015",27062.8,27239.22,26917.12,1046000,27214.6
"Oct 15, 2015",26842.19,27037.95,26836.77,1311000,27010.14
"Oct 14, 2015",26760.32,26869.08,26713.28,1124000,26779.66
"Oct 13, 2015",26874.29,26918.52,26719.1,1115000,26846.53
"Oct 12, 2015",27242.6,27305.04,26855.75,1900000,26904.11
"Oct 09, 2015",26974.92,27200.44,26910.59,1942000,27079.51
"Oct 08, 2015",27116.86,27120.11,26762.36,1539000,26845.81
"Oct 07, 2015",26966.86,27082.28,26877.51,1761000,27035.85
"Oct 06, 2015",26976.66,27010.27,26751.25,1401000,26932.88
"Oct 05, 2015",26379.42,26822.42,26375.31,1181000,26785.55
"Oct 01, 2015",26344.19,26431.8,26168.71,1127000,26220.95
"Sep 30, 2015",25986.52,26179.7,25918.21,2844000,26154.83
"Sep 29, 2015",25496.38,26054.37,25287.33,2132000,25778.66
"Sep 28, 2015",25922.71,25936.89,25593.56,1205000,25616.84
"Sep 24, 2015",25798.05,25949.9,25670.96,1220000,25863.5
"Sep 23, 2015",25526.53,25934.02,25386.48,1205000,25822.99
"Sep 22, 2015",26274.37,26339.1,25571.34,1395000,25651.84
"Sep 21, 2015",26107.98,26233.46,25972.54,831000,26192.98
"Sep 18, 2015",26130.36,26471.82,26130.36,5826000,26218.91
"Sep 16, 2015",25884.05,26006.75,25816.5,991000,25963.97
"Sep 15, 2015",25908.34,25909.83,25649.37,1149000,25705.93
"Sep 14, 2015",25706.87,25891.73,25531.07,906000,25856.7
"Sep 11, 2015",25793.77,25875.96,25530.41,1222000,25610.21
"Sep 10, 2015",25522.96,25733.7,25287.5,1497000,25622.17
"Sep 09, 2015",25682.87,25820.56,25553.61,1479000,25719.58
"Sep 08, 2015",24972.01,25411,24833.54,1304000,25317.87
"Sep 07, 2015",25302.98,25387.32,24851.77,1317000,24893.81
"Sep 04, 2015",25772.58,25775.38,25119.06,1455000,25201.9
"Sep 03, 2015",25614.69,25835.41,25555.77,1168000,25764.78
"Sep 02, 2015",25891.95,25939.37,25395.09,1671000,25453.56
"Sep 01, 2015",26127.04,26141.07,25579.88,1444000,25696.44
"Aug 31, 2015",26469.42,26504.73,26215.16,1029000,26283.09
"Aug 28, 2015",26542.84,26687.33,26270.17,1249000,26392.38
"Aug 27, 2015",26137.03,26302.77,25943.75,1916000,26231.19
"Aug 26, 2015",26063.27,26156.61,25657.56,1377000,25714.66
"Aug 25, 2015",25916.26,26124.83,25298.42,2187000,26032.38
"Aug 24, 2015",26730.4,26730.4,25624.72,2679000,25741.56
"Aug 21, 2015",27440.1,27442.82,27131.44,1444000,27366.07
"Aug 20, 2015",27959.19,27964.6,27564.16,1481000,27607.82
"Aug 19, 2015",27851.81,28021.39,27721.25,1117000,27931.64
"Aug 18, 2015",27949.13,28040.73,27747.4,1222000,27831.54
"Aug 17, 2015",28093.54,28095.97,27739.13,1266000,27878.27
"Aug 14, 2015",27668.06,28100.64,27643.2,1360000,28067.31
"Aug 13, 2015",27635.25,27791.1,27496.29,1644000,27549.53
"Aug 12, 2015",27880.76,27883.33,27479.43,1879000,27512.26
"Aug 11, 2015",28193.26,28205.12,27825.83,1524000,27866.09
"Aug 10, 2015",28250.78,28417.59,28017.85,900000,28101.72
"Aug 07, 2015",28327.11,28335.67,28193.93,1061000,28236.39
"Aug 06, 2015",28291.88,28359.96,28163.69,767000,28298.13
"Aug 05, 2015",28138.04,28315.71,28135.68,1014000,28223.08
"Aug 04, 2015",28225.04,28264.72,27866.12,1396000,28071.93
"Aug 03, 2015",28089.09,28263.35,28071.37,1051000,28187.06
"Jul 31, 2015",27814.51,28161.17,27814.51,1549000,28114.56
"Jul 30, 2015",27685.82,27854.46,27649.97,972000,27705.35
"Jul 29, 2015",27540.46,27609.29,27470.09,887000,27563.43
"Jul 28, 2015",27630.21,27676.65,27416.39,1224000,27459.23
"Jul 27, 2015",28117.65,28117.65,27529.57,983000,27561.38
"Jul 24, 2015",28390.5,28402.64,28083.76,958000,28112.31
"Jul 23, 2015",28540.97,28578.33,28315.37,924000,28370.84
"Jul 22, 2015",28159.42,28546.42,28070.91,982000,28504.93
"Jul 21, 2015",28381.82,28518.06,28138.3,1213000,28182.14
"Jul 20, 2015",28544.28,28549.13,28319.83,677000,28420.12
"Jul 17, 2015",28480.92,28576.32,28417.46,748000,28463.31
"Jul 16, 2015",28259.7,28478.43,28245.81,879000,28446.12
"Jul 15, 2015",28022.14,28218.37,27986.48,623000,28198.29
"Jul 14, 2015",27986.92,28018.59,27853.96,708000,27932.9
"Jul 13, 2015",27739.32,28005.17,27635.06,796000,27961.19
"Jul 10, 2015",27705.36,27729.46,27530.9,1113000,27661.4
"Jul 09, 2015",27681.49,27798.13,27540.6,845000,27573.66
"Jul 08, 2015",28031.45,28031.45,27635.72,1410000,27687.72
"Jul 07, 2015",28220.11,28335.23,28084.36,818000,28171.69
"Jul 06, 2015",27857.2,28235.31,27774.8,857000,28208.76
"Jul 03, 2015",27973.12,28135.43,27897.45,622000,28092.79
"Jul 02, 2015",28100.38,28115.96,27906.35,701000,27945.8
"Jul 01, 2015",27823.65,28099.25,27799.91,1898000,28020.87
"Jun 30, 2015",27627.39,27814.53,27570.95,980000,27780.83
"Jun 29, 2015",27451.07,27695.32,27209.19,1120000,27645.15
"Jun 26, 2015",27880.72,27921.86,27675.16,994000,27811.84
"Jun 25, 2015",27660.22,27968.75,27635.76,1039000,27895.97
"Jun 24, 2015",27852.32,27948.24,27647.29,970000,27729.67
"Jun 23, 2015",27760.11,27882.66,27666.59,894000,27804.37
"Jun 22, 2015",27427.19,27782.31,27417.03,842000,27730.21
"Jun 19, 2015",27207.76,27404.6,27202.38,831000,27316.17
"Jun 18, 2015",26916.99,27175.39,26910.26,1078000,27115.83
"Jun 17, 2015",26815.41,26983.48,26728.89,2373000,26832.66
"Jun 16, 2015",26586.86,26731.35,26379.93,1346000,26686.51
"Jun 15, 2015",26498.67,26728.6,26307.84,1134000,26586.55
"Jun 12, 2015",26340.32,26489.58,26307.07,989000,26425.3
"Jun 11, 2015",26959.98,27000.14,26348.93,1164000,26370.98
"Jun 10, 2015",26517.32,26934.74,26493.29,866000,26840.5
"Jun 09, 2015",26510.29,26604.65,26438.32,1132000,26481.25
"Jun 08, 2015",26814.31,26827.06,26472.87,811000,26523.09
"Jun 05, 2015",26819.82,27014.42,26718.44,1232000,26768.49
"Jun 04, 2015",26940.64,26948.84,26551.97,1202000,26813.42
"Jun 03, 2015",27230.68,27276.22,26698.26,1436000,26837.2
"Jun 02, 2015",27890.73,27902.53,27146.68,1492000,27188.38
"Jun 01, 2015",27770.79,27959.43,27737.58,993000,27848.99
"May 29, 2015",27553.03,27888.32,27467.23,1287000,27828.44
"May 28, 2015",27619.31,27666.37,27354.35,931000,27506.71
"May 27, 2015",27447.4,27595.8,27363.72,894000,27564.66
"May 26, 2015",27633.66,27675.94,27473.54,732000,27531.41
"May 25, 2015",27893.25,27903.29,27614.32,856000,27643.88
"May 22, 2015",27849.54,28071.16,27828.61,1838000,27957.5
"May 21, 2015",27885.36,27911.44,27712.73,868000,27809.35
"May 20, 2015",27749.3,27903.01,27743.99,1687000,27837.21
"May 19, 2015",27663.08,27872.23,27574.07,1092000,27645.53
"May 18, 2015",27416.97,27725.97,27370.28,799000,27687.3
"May 15, 2015",27233.9,27379.57,27159.76,964000,27324
"May 14, 2015",27290.17,27293.99,26948.62,916000,27206.06
"May 13, 2015",27023.71,27299.8,26750.01,1399000,27251.1
"May 12, 2015",27502.91,27502.91,26837.39,1275000,26877.48
"May 11, 2015",27249.42,27544.24,27231.28,1164000,27507.3
"May 08, 2015",26814.38,27196.28,26814.38,910000,27105.39
"May 07, 2015",26721.34,26850.37,26423.99,1287000,26599.11
"May 06, 2015",27473.36,27501.15,26677.64,1457000,26717.37
"May 05, 2015",27561.32,27603.71,27338.23,1173000,27440.14
"May 04, 2015",27204.63,27537.85,27159.45,861000,27490.59
"Apr 30, 2015",27242.05,27242.05,26897.54,1122000,27011.31
"Apr 29, 2015",27395.71,27438.96,27176.54,976000,27225.93
"Apr 28, 2015",27215.61,27482.14,27073.25,1061000,27396.38
"Apr 27, 2015",27565.49,27567.28,27141.55,1250000,27176.99
"Apr 24, 2015",27804.58,27829.11,27344.7,1241000,27437.94
"Apr 23, 2015",27977.27,28087.78,27621.18,1179000,27735.02
"Apr 22, 2015",27756.68,27947.26,27385.48,1207000,27890.13
"Apr 21, 2015",27860.51,27976.93,27598.21,2126000,27676.04
"Apr 20, 2015",28525.65,28539.46,27802.37,1956000,27886.21
"Apr 17, 2015",28682.97,28696.19,28403.76,1432000,28442.1
"Apr 16, 2015",28876.23,28876.23,28497.7,868000,28666.04
"Apr 15, 2015",29087.25,29094.61,28721.63,1080000,28799.69
"Apr 13, 2015",28955.13,29072.51,28843.94,876000,29044.44
"Apr 10, 2015",28889.27,28907.81,28756.75,818000,28879.38
"Apr 09, 2015",28858.42,28906.71,28622.44,1353000,28885.21
"Apr 08, 2015",28601.49,28763.06,28566.61,1014000,28707.75
"Apr 07, 2015",28582.33,28641.08,28274.36,1233000,28516.59
"Apr 06, 2015",28351.94,28530.81,28221.99,857000,28504.46
"Apr 01, 2015",27954.86,28298.34,27889.02,832000,28260.14
"Mar 31, 2015",28069.85,28180.64,27868.21,1140000,27957.49
"Mar 30, 2015",27655.79,28017.97,27624.76,1137000,27975.86
"Mar 27, 2015",27649.78,27694.41,27248.45,1177000,27458.64
"Mar 26, 2015",27937.62,27997.14,27384.87,1310000,27457.58
"Mar 25, 2015",28216.09,28249.6,28031.42,1788000,28111.83
"Mar 24, 2015",28209.33,28455.32,28130.09,1000000,28161.72
"Mar 23, 2015",28317.29,28385.14,28163.9,1032000,28192.02
"Mar 20, 2015",28465.44,28484.36,28209.66,1430000,28261.08
"Mar 19, 2015",28805.22,28978.74,28411.7,1185000,28469.67
"Mar 18, 2015",28766.87,28806.97,28546.76,998000,28622.12
"Mar 17, 2015",28595,28784.35,28435.45,1133000,28736.38
"Mar 16, 2015",28546.31,28581.82,28384.09,1145000,28437.71
"Mar 13, 2015",29134.93,29183.76,28448.48,1188000,28503.3
"Mar 12, 2015",28798.61,28971.01,28772.71,1137000,28930.41
"Mar 11, 2015",28725.75,28843.23,28608.18,1292000,28659.17
"Mar 10, 2015",28924.06,28949.11,28584.49,1148000,28709.87
"Mar 09, 2015",29316.54,29321.06,28799.76,1215000,28844.78
"Mar 05, 2015",29436.77,29518.32,29162.47,1384000,29448.95
"Mar 04, 2015",29937.27,30024.74,29289.05,1754000,29380.73
"Mar 03, 2015",29500.19,29636.86,29364.87,1260000,29593.73
"Mar 02, 2015",29533.42,29576.32,29259.77,1583000,29459.14
"Feb 28, 2015",29411.33,29560.32,28882.02,2490000,29361.5
"Feb 27, 2015",28865.12,29254.02,28837.06,1695000,29220.12
"Feb 26, 2015",29051.9,29069.13,28693.82,1103000,28746.65
"Feb 25, 2015",29115.32,29269.83,28967.61,815000,29007.99
"Feb 24, 2015",29016.55,29130.67,28875.94,1053000,29004.66
"Feb 23, 2015",29316.58,29362.96,28913.16,907000,28975.11
"Feb 20, 2015",29446.21,29462.09,29178.26,1190000,29231.41
"Feb 19, 2015",29434.91,29522.86,29108.15,1231000,29462.27
"Feb 18, 2015",29136.07,29411.32,29126.91,1129000,29320.26
"Feb 16, 2015",29170.77,29325.35,29083.4,1084000,29135.88
"Feb 13, 2015",28888.99,29154.67,28835.7,1810000,29094.93
"Feb 12, 2015",28650.25,28838.52,28406.25,1415000,28805.1
"Feb 11, 2015",28450.26,28618.91,28424.39,1417000,28533.97
"Feb 10, 2015",28122.48,28633.72,28044.49,1496000,28355.62
"Feb 09, 2015",28566.5,28566.5,28183.32,1207000,28227.39
"Feb 06, 2015",28892.21,28922.85,28647.14,1182000,28717.91
"Feb 05, 2015",28912.38,29277.83,28753.29,1319000,28850.97
"Feb 04, 2015",29129.85,29133.62,28824.68,1629000,28883.11
"Feb 03, 2015",29217.4,29253.06,28900.41,1707000,29000.14
"Feb 02, 2015",29143.63,29268.13,28958.52,1859000,29122.27
"Jan 30, 2015",29801.6,29844.16,29070.48,1631000,29182.95
"Jan 29, 2015",29516.49,29740.63,29378.3,1309000,29681.77
"Jan 28, 2015",29565.72,29786.32,29417.67,1152000,29559.18
"Jan 27, 2015",29451.65,29618.59,29286.09,1163000,29571.04
"Jan 23, 2015",29189.45,29408.73,29165.56,1226000,29278.84
"Jan 22, 2015",28957.79,29060.41,28892.23,1136000,29006.02
"Jan 21, 2015",28843.09,28958.1,28792.57,1587000,28888.86
"Jan 20, 2015",28324.85,28829.29,28324.85,1142000,28784.67
"Jan 19, 2015",28249.84,28334.06,28197.36,1118000,28262.01
"Jan 16, 2015",28056.61,28176.1,27945.31,1250000,28121.89
"Jan 15, 2015",27831.16,28194.61,27703.7,1723000,28075.55
"Jan 14, 2015",27432.14,27512.8,27203.25,1054000,27346.82
"Jan 13, 2015",27611.56,27670.19,27324.58,797000,27425.73
"Jan 12, 2015",27523.86,27620.66,27323.74,773000,27585.27
"Jan 09, 2015",27404.19,27507.67,27119.63,1139000,27458.38
"Jan 08, 2015",27178.77,27316.41,27101.94,848000,27274.71
"Jan 07, 2015",26983.43,27051.6,26776.12,1221000,26908.82
"Jan 06, 2015",27694.23,27698.93,26937.06,1413000,26987.46
"Jan 05, 2015",27978.43,28064.49,27786.85,925000,27842.32
"Jan 02, 2015",27521.28,27937.47,27519.26,740000,27887.9
"Jan 01, 2015",27485.77,27545.61,27395.34,470000,27507.54
"Dec 31, 2014",27358.3,27527.24,27346,659000,27499.42
"Dec 30, 2014",27478.3,27478.3,27312.29,526000,27403.54
"Dec 29, 2014",27266.49,27507.25,27266.49,585000,27395.73
"Dec 26, 2014",27215.19,27370.63,27091.38,615000,27241.78
"Dec 24, 2014",27530.26,27571.25,27146.52,1062000,27208.61
"Dec 23, 2014",27733.12,27851.1,27475.13,897000,27506.46
"Dec 22, 2014",27479.87,27725.27,27382.32,743000,27701.79
"Dec 19, 2014",27292.55,27497.12,27292.14,1179000,27371.84
"Dec 18, 2014",27053.86,27180.92,26900.57,1123000,27126.57
"Dec 17, 2014",26724.01,26871.91,26469.42,1659000,26710.13
"Dec 16, 2014",27181.18,27199.37,26736.23,1430000,26781.44
"Dec 15, 2014",27136.28,27392.18,27105.04,910000,27319.56
"Dec 12, 2014",27598.96,27692.32,27320.05,1090000,27350.68
"Dec 11, 2014",27796.34,27796.34,27539.47,975000,27602.01
"Dec 10, 2014",27711.96,27905.25,27710.03,992000,27831.1
"Dec 09, 2014",28134.22,28157.53,27763.82,959000,27797.01
"Dec 08, 2014",28433,28494.85,28097.12,948000,28119.4
"Dec 05, 2014",28604.5,28651.75,28409.05,768000,28458.1
"Dec 04, 2014",28616.93,28808.78,28448.95,1044000,28562.82
"Dec 03, 2014",28472.32,28504.65,28370.73,1010000,28442.71
"Dec 02, 2014",28522.46,28576.39,28386.46,1123000,28444.01
"Dec 01, 2014",28748.22,28809.64,28538.44,833000,28559.62
"Nov 28, 2014",28490.71,28822.37,28483.99,1464000,28693.99
"Nov 27, 2014",28397.8,28498.3,28307.58,1192000,28438.91
"Nov 26, 2014",28321.58,28470.15,28261.31,872000,28386.19
"Nov 25, 2014",28520.76,28541.22,28217.5,1085000,28338.05
"Nov 24, 2014",28413.01,28541.96,28394.48,971000,28499.54
"Nov 21, 2014",28100.1,28360.66,28038.4,1013000,28334.63
"Nov 20, 2014",28100.84,28118.53,27915.23,874000,28067.56
"Nov 19, 2014",28193.9,28294.01,27963.51,683000,28032.85
"Nov 18, 2014",28209.03,28282.85,28119.95,727000,28163.29
"Nov 17, 2014",28018.68,28205.71,27921.34,670000,28177.88
"Nov 14, 2014",27949.54,28093.23,27912.9,992000,28046.66
"Nov 13, 2014",28048.56,28098.74,27822.7,874000,27940.64
"Nov 12, 2014",27958.64,28126.48,27958.64,701000,28008.9
"Nov 11, 2014",27911.25,27996.92,27790.4,702000,27910.06
"Nov 10, 2014",27919.45,28027.96,27764.75,794000,27874.73
"Nov 07, 2014",27902.71,27980.93,27739.56,1045000,27868.63
"Nov 05, 2014",27907.19,28010.39,27857.65,873000,27915.88
"Nov 03, 2014",27943.04,27969.82,27785.4,945000,27860.38
"Oct 31, 2014",27439.06,27894.32,27438.28,1161000,27865.83
"Oct 30, 2014",27098.94,27390.6,27088.65,702000,27346.33
"Oct 29, 2014",27017.44,27126.3,26971.16,814000,27098.17
"Oct 28, 2014",26788.73,26907.14,26764.15,681000,26880.82
"Oct 27, 2014",26959.57,26994.96,26726.84,648000,26752.9
"Oct 23, 2014",26889.51,26930.23,26827.68,167000,26851.05
"Oct 22, 2014",26782.57,26818.33,26712.21,601000,26787.23
"Oct 21, 2014",26552.45,26615.41,26407,843000,26575.65
"Oct 20, 2014",26434.16,26517.9,26368.94,935000,26429.85
"Oct 17, 2014",25950,26248.54,25910.77,938000,26108.53
"Oct 16, 2014",26260.35,26462.08,25933.98,1071000,25999.34
"Oct 14, 2014",26537.42,26550.79,26212.01,1189000,26349.33
"Oct 13, 2014",26275.07,26443.16,26092.69,643000,26384.07
"Oct 10, 2014",26551.74,26555.92,26261.61,925000,26297.38
"Oct 09, 2014",26394.37,26688.7,26394.21,753000,26637.28
"Oct 08, 2014",26229.67,26338.31,26150.09,857000,26246.79
"Oct 07, 2014",26487.51,26570.38,26250.24,1022000,26271.97
"Oct 01, 2014",26681.47,26683.7,26548.22,791000,26567.99
"Sep 30, 2014",26610.71,26851.33,26481.31,818000,26630.51
"Sep 29, 2014",26694.41,26715.77,26518.01,654000,26597.11
"Sep 26, 2014",26429.3,26721.03,26220.49,1002000,26626.32
"Sep 25, 2014",26808.66,26814.2,26349.55,1104000,26468.36
"Sep 24, 2014",26817.94,26844.7,26560,1225000,26744.69
"Sep 23, 2014",27244.98,27256.87,26744.07,789000,26775.69
"Sep 22, 2014",27008.12,27254.8,26918.93,712000,27206.74
"Sep 19, 2014",27139.39,27247.17,27047.68,735000,27090.42
"Sep 18, 2014",26573.89,27132.2,26503.08,700000,27112.21
"Sep 17, 2014",26627.21,26682.64,26511.71,763000,26631.29
"Sep 16, 2014",26854.9,26861.29,26464.03,939000,26492.51
"Sep 15, 2014",26998.07,26998.07,26790.91,595000,26816.56
"Sep 12, 2014",27048.15,27096.87,26965.91,805000,27061.04
"Sep 11, 2014",27143.22,27150.78,26904.5,763000,26995.87
"Sep 10, 2014",27230.94,27251.44,27018.11,589000,27057.41
"Sep 09, 2014",27316.43,27328.27,27177.09,765000,27265.32
"Sep 08, 2014",27145.12,27354.99,27144.56,727000,27319.85
"Sep 05, 2014",27127.26,27178.8,26920.56,707000,27026.7
"Sep 04, 2014",27164.95,27169.12,26972.39,736000,27085.93
"Sep 03, 2014",27128.06,27225.85,27067.02,974000,27139.94
"Sep 02, 2014",26888.21,27082.85,26886.22,801000,27019.39
"Sep 01, 2014",26733.18,26900.3,26732.39,915000,26867.55
"Aug 28, 2014",26620.18,26674.38,26573.69,668000,26638.11
"Aug 27, 2014",26553.24,26599.12,26492.5,663000,26560.15
"Aug 26, 2014",26349.87,26481.97,26314.89,946000,26442.81
"Aug 25, 2014",26490.31,26630.74,26401.64,1003000,26437.02
"Aug 22, 2014",26419.53,26508.27,26383.16,671000,26419.55
"Aug 21, 2014",26322.66,26464.8,26262.52,654000,26360.11
"Aug 20, 2014",26496.29,26504.52,26277.61,886000,26314.29
"Aug 19, 2014",26482.56,26530.67,26387.84,1041000,26420.67
"Aug 18, 2014",26123.69,26413.11,26075.28,824000,26390.96
"Aug 14, 2014",25948.3,26135,25945.35,1013000,26103.23
"Aug 13, 2014",25861.47,25972.62,25791.79,881000,25918.95
"Aug 12, 2014",25703.78,25904.98,25645.79,809000,25880.77
"Aug 11, 2014",25476.87,25553.44,25437.05,604000,25519.24
"Aug 08, 2014",25406.87,25406.87,25232.82,755000,25329.14
"Aug 07, 2014",25668.71,25778.05,25526.05,705000,25589.01
"Aug 06, 2014",25892.55,25901.68,25621.85,679000,25665.27
"Aug 05, 2014",25817.84,25928.32,25562.36,881000,25908.01
"Aug 04, 2014",25631.68,25754.42,25531.38,739000,25723.16
"Aug 01, 2014",25753.92,25862.68,25459.13,1268000,25480.84
"Jul 31, 2014",26105.89,26118.88,25853.69,925000,25894.97
"Jul 30, 2014",26005.14,26113.48,25850.04,919000,26087.42
"Jul 28, 2014",26173.47,26181.83,25900.25,739000,25991.23
"Jul 25, 2014",26257.14,26300.17,26007.31,1105000,26126.75
"Jul 24, 2014",26188.5,26292.66,26077.7,778000,26271.85
"Jul 23, 2014",26130.26,26188.64,26000.4,819000,26147.33
"Jul 22, 2014",25784.48,26050.38,25780.39,847000,26025.8
"Jul 21, 2014",25776.54,25861.15,25677.71,763000,25715.17
"Jul 18, 2014",25558.48,25713.4,25441.24,826000,25641.56
"Jul 17, 2014",25540.92,25613.03,25494.46,2193000,25561.16
"Jul 16, 2014",25322.17,25602.78,25246.75,958000,25549.72
"Jul 15, 2014",25100.9,25254.48,25020.32,813000,25228.65
"Jul 14, 2014",25093.16,25095.76,24892,1144000,25006.98
"Jul 11, 2014",25488.86,25548.33,24978.33,1863000,25024.35
"Jul 10, 2014",25513.74,25920.46,25117,1691000,25372.75
"Jul 09, 2014",25615.28,25683.97,25364.77,1054000,25444.81
"Jul 08, 2014",26166.92,26190.44,25495.04,1266000,25582.11
"Jul 07, 2014",26039.67,26123.55,25992.73,890000,26100.08
"Jul 04, 2014",25844.8,25981.51,25659.33,954000,25962.06
"Jul 03, 2014",25875.75,25999.08,25793.7,369000,25823.75
"Jul 02, 2014",25660.57,25864.53,25660.16,1229000,25841.21
"Jul 01, 2014",25469.94,25571.9,25466.77,1062000,25516.35
"Jun 30, 2014",25179.55,25460.96,25179.55,951000,25413.78
"Jun 27, 2014",25132.08,25209.61,25032.94,1011000,25099.92
"Jun 26, 2014",25217.69,25309.33,25021.23,1028000,25062.67
"Jun 25, 2014",25421.49,25427.8,25274.39,767000,25313.74
"Jun 24, 2014",25115.83,25414.69,25115.83,966000,25368.9
"Jun 23, 2014",25108.09,25197.5,24878.66,1023000,25031.32
"Jun 20, 2014",25237.54,25276.31,25056.18,875000,25105.51
"Jun 19, 2014",25327.09,25425.85,25069.66,1520000,25201.8
"Jun 18, 2014",25565.19,25609.28,25114.3,1321000,25246.25
"Jun 17, 2014",25189.46,25545.88,25104.5,1129000,25521.19
"Jun 16, 2014",25239.5,25268.41,25063.93,1201000,25190.48
"Jun 13, 2014",25677.05,25688.31,25171.61,1471000,25228.17
